Name,Company Domain Name,Website URL,Phone Number,Email,PMS,Booking URL,Number of Rooms,Lead Status,Existing Customer in Area,Description,Latitude,Longitude
The Rover Miami,therovermiami.com,https://therovermiami.com/,3054002591,bookings@therovermiami.com,Cloudbeds,https://hotels.cloudbeds.com/reservation/salDvK?_ga=2.242526146.192803527.1730126222-1b7e9b74-1729-4449-bc20-de0745cae402,,New,,PMS: Cloudbeds | Booking URL: https://hotels.cloudbeds.com/reservation/salDvK?_ga=2.242526146.192803527.1730126222-1b7e9b74-1729-4449-bc20-de0745cae402,,
The Julia Hotel By At Mine Hospitality,atminehospitality.com,https://www.atminehospitality.com/,+13054977553,info@atminehospitality.com,Cloudbeds,https://www.atminehospitality.com/portfolio#BookNow,,New,,PMS: Cloudbeds | Booking URL: https://www.atminehospitality.com/portfolio#BookNow,,
Gaythering Hotel,gaythering.com,https://www.gaythering.com/,,,SynXis / TravelClick,https://reservations.travelclick.com/9879894?HotelId=9879894&languageid=1&rooms=1&adults=1&roomtypeid=548844&_gl=1*idv36w*,,New,,PMS: SynXis / TravelClick | Booking URL: https://reservations.travelclick.com/9879894?HotelId=9879894&languageid=1&rooms=1&adults=1&roomtypeid=548844&_gl=1*idv36w*,,
Hotel Redland,thehotelredland.com,https://www.thehotelredland.com/,3052461904,thehotelredland@gmail.com,Cloudbeds,https://hotels.cloudbeds.com/reservation/Hn6ZDL,,New,,PMS: Cloudbeds | Booking URL: https://hotels.cloudbeds.com/reservation/Hn6ZDL,,
Miami Gardens Inn & Suites,miamigardensinnsuites.com,http://www.miamigardensinnsuites.com/,7866617070,booking@miamigardensinnsuites.com,Cloudbeds,https://hotels.cloudbeds.com/reservation/W5eZoT?_ga=2.198070573.36306101.1758543281-7e157769-e5ac-47ef-b29d-c497bab325b2,,New,,PMS: Cloudbeds | Booking URL: https://hotels.cloudbeds.com/reservation/W5eZoT?_ga=2.198070573.36306101.1758543281-7e157769-e5ac-47ef-b29d-c497bab325b2,,
Majestic Hotel South Beach,majesticsouthbeach.com,https://www.majesticsouthbeach.com/,3054553270,reservations@cambean.com,Cloudbeds,https://hotels.cloudbeds.com/reservation/cEJwKG,,New,,PMS: Cloudbeds | Booking URL: https://hotels.cloudbeds.com/reservation/cEJwKG,,
Uptown Suites Extended Stay Miami FL - Homestead,uptownsuites.com,https://uptownsuites.com/locations/homestead-florida/?utm_source=google&utm_medium=GMB,18664633760,,Windsurfer CRS,https://res.windsurfercrs.com/ibe/index.aspx?propertyID=15335&nono=1,,New,,PMS: Windsurfer CRS | Booking URL: https://res.windsurfercrs.com/ibe/index.aspx?propertyID=15335&nono=1,,
Waldorf Towers South Beach,waldorftowersmiami.com,https://www.waldorftowersmiami.com/?utm_medium=organic&utm_source=google&utm_campaign=business-listing,7864468100,info@waldorftowersmiami.com,SynXis / TravelClick,https://be.synxis.com/?Hotel=42023&Chain=31158,,New,,PMS: SynXis / TravelClick | Booking URL: https://be.synxis.com/?Hotel=42023&Chain=31158,,
Beacon South Beach Hotel,beaconsouthbeach.com,http://www.beaconsouthbeach.com/,3057638700,beaconfd@luxuri.com,SynXis / TravelClick,https://be.synxis.com/?adult=1&arrive=2023-08-08&chain=6063&child=0&currency=USD&depart=2023-08-09&hotel=64087&level=hotel&locale=en-US&rooms=1,,New,,PMS: SynXis / TravelClick | Booking URL: https://be.synxis.com/?adult=1&arrive=2023-08-08&chain=6063&child=0&currency=USD&depart=2023-08-09&hotel=64087&level=hotel&locale=en-US&rooms=1,,
Trump International Beach Resort,trumpmiami.com,https://www.trumpmiami.com/,18003409789,,SynXis / TravelClick,https://be.synxis.com/signin?&adult=1&arrive=2023-05-09&chain=10237&child=0&config=MIATT3&currency=USD&depart=2023-05-11&hotel=57739&level=hotel&locale=en-US&rooms=1&start=availresults,,New,,PMS: SynXis / TravelClick | Booking URL: https://be.synxis.com/signin?&adult=1&arrive=2023-05-09&chain=10237&child=0&config=MIATT3&currency=USD&depart=2023-05-11&hotel=57739&level=hotel&locale=en-US&rooms=1&start=availresults,,
Hotel Breakwater South Beach,breakwatersouthbeach.com,http://breakwatersouthbeach.com/,3055322362,info@breakwatersouthbeach.com,SynXis / TravelClick,https://be.synxis.com/?adult=1&arrive=2019-12-08&chain=19289&child=0&currency=USD&depart=2019-12-09&hotel=69824&level=hotel&locale=en-US&rooms=1,,New,,PMS: SynXis / TravelClick | Booking URL: https://be.synxis.com/?adult=1&arrive=2019-12-08&chain=19289&child=0&currency=USD&depart=2019-12-09&hotel=69824&level=hotel&locale=en-US&rooms=1,,
Clevelander South Beach,clevelander.com,https://www.clevelander.com/,8775324006,,SynXis / TravelClick,https://www.clevelander.com/promotions.htm,,New,,PMS: SynXis / TravelClick | Booking URL: https://www.clevelander.com/promotions.htm,,
Essex House by Clevelander,essexhotel.com,https://www.essexhotel.com/,8775324006,,SynXis / TravelClick,https://be.synxis.com/?Hotel=47373&promo=CYBER,,New,,PMS: SynXis / TravelClick | Booking URL: https://be.synxis.com/?Hotel=47373&promo=CYBER,,
Hotel Ocean South Beach,hotelocean.com,http://hotelocean.com/,+13056722579,Hoteloceanfd@luxuri.com,SynXis / TravelClick,https://be.synxis.com/?adult=1&arrive=2019-12-08&chain=19289&child=0&currency=USD&depart=2019-12-09&hotel=69824&level=hotel&locale=en-US&rooms=1,,New,,PMS: SynXis / TravelClick | Booking URL: https://be.synxis.com/?adult=1&arrive=2019-12-08&chain=19289&child=0&currency=USD&depart=2019-12-09&hotel=69824&level=hotel&locale=en-US&rooms=1,,
Hotel Victor South Beach,hotelvictorsouthbeach.com,http://www.hotelvictorsouthbeach.com/,3055345555,info@hotelvictorsouthbeach.com,SynXis / TravelClick,https://be.synxis.com/?hotel=69833&chain=19289,,New,,PMS: SynXis / TravelClick | Booking URL: https://be.synxis.com/?hotel=69833&chain=19289,,
Ocean Reef Suites,oceanreefsuites.com,http://www.oceanreefsuites.com/,+13055381970,reservations@blueroad.us,Cloudbeds,https://us2.cloudbeds.com/en/reservation/hzwVk9,,New,,PMS: Cloudbeds | Booking URL: https://us2.cloudbeds.com/en/reservation/hzwVk9,,
Sagamore Hotel South Beach - An All Suite Hotel,sagamoresouthbeach.com,https://www.sagamoresouthbeach.com/,3055358088,reservations@sagamorehotel.com,SynXis / TravelClick,https://be.synxis.com/?hotel=6465&rate=DSPROM,,New,,PMS: SynXis / TravelClick | Booking URL: https://be.synxis.com/?hotel=6465&rate=DSPROM,,
Bposhtels Hollywood Florida,bposhtels.com,https://www.bposhtels.com/hollywood-florida,+18882767485,HollywoodFL@Bposhtels.com,Cloudbeds,https://hotels.cloudbeds.com/reservation/VdP2ES,,New,,PMS: Cloudbeds | Booking URL: https://hotels.cloudbeds.com/reservation/VdP2ES,,
Hyde Beach House,hydehollywoodbeach.com,https://www.hydehollywoodbeach.com/properties/beach-house,17865223800,HYDEBEACHHOUSE@SOSOUTHFL.COM,SynXis / TravelClick,https://be.synxis.com/?Hotel=10471&Chain=26905,,New,,PMS: SynXis / TravelClick | Booking URL: https://be.synxis.com/?Hotel=10471&Chain=26905,,
National Hotel,nationalhotel.com,https://nationalhotel.com/,1810181747,info@nationalhotel.com,SynXis / TravelClick,https://static.travelclick.com/web-component-sdk/amadeus-hos-res-ibe-wc-sdk/amadeus-hos-res-ibe-wc-sdk-latest/amadeus-hos-res-ibe-wc-sdk.bundle.js?tx=1812202519,,New,,PMS: SynXis / TravelClick | Booking URL: https://static.travelclick.com/web-component-sdk/amadeus-hos-res-ibe-wc-sdk/amadeus-hos-res-ibe-wc-sdk-latest/amadeus-hos-res-ibe-wc-sdk.bundle.js?tx=1812202519,,
Crest Hotel Suites,cresthotel.com,http://cresthotel.com/?utm_source=gmb&utm_medium=organic,3055310321,,SynXis / TravelClick,https://reservations.travelclick.com/107414?HotelId=107414&languageid=1&rooms=1&adults=1&roomtypeid=453099&_gl=1*19hjwqi*,,New,,PMS: SynXis / TravelClick | Booking URL: https://reservations.travelclick.com/107414?HotelId=107414&languageid=1&rooms=1&adults=1&roomtypeid=453099&_gl=1*19hjwqi*,,
The Catalina Hotel & Beach Club,catalinahotel.com,https://catalinahotel.com/,+13056741160,,SynXis / TravelClick,https://reservations.travelclick.com/107605?HotelId=107605&languageid=1&rooms=1&adults=1&roomtypeid=550058&_gl=1*19hjwqi*,,New,,PMS: SynXis / TravelClick | Booking URL: https://reservations.travelclick.com/107605?HotelId=107605&languageid=1&rooms=1&adults=1&roomtypeid=550058&_gl=1*19hjwqi*,,
"Grand Palms Hotel, Spa and Golf Resort",grandpalmsresort.com,https://www.grandpalmsresort.com/,,,SynXis / TravelClick,https://bookings.travelclick.com/15123?domain=www.grandpalmsresort.com&HotelID=15123&LanguageID=1,,New,,PMS: SynXis / TravelClick | Booking URL: https://bookings.travelclick.com/15123?domain=www.grandpalmsresort.com&HotelID=15123&LanguageID=1,,
Flow Fort Lauderdale Hotel,flowhotel.life,https://flowhotel.life/fort-lauderdale,,,Cloudbeds,https://us2.cloudbeds.com/en/reservation/jpzih8/?currency=usd&utm_source=flowhotel_life&utm_medium=organic&utm_campaign=default_direct_traffic,,New,,PMS: Cloudbeds | Booking URL: https://us2.cloudbeds.com/en/reservation/jpzih8/?currency=usd&utm_source=flowhotel_life&utm_medium=organic&utm_campaign=default_direct_traffic,,
The Stiles Hotel,thestileshotel.com,http://www.thestileshotel.com/,3056747800,,SynXis / TravelClick,http://www.travelclick.com/,,New,,PMS: SynXis / TravelClick | Booking URL: http://www.travelclick.com/,,
Riviera Hotel South Beach,rivierahotelsouthbeach.com,https://rivierahotelsouthbeach.com/,+13058098050,,SynXis / TravelClick,https://reservations.travelclick.com/107609?HotelId=107609&languageid=1&rooms=1&adults=1&roomtypeid=473470&_gl=1*1fv39yz*,,New,,PMS: SynXis / TravelClick | Booking URL: https://reservations.travelclick.com/107609?HotelId=107609&languageid=1&rooms=1&adults=1&roomtypeid=473470&_gl=1*1fv39yz*,,
Chesterfield Hotel & Suites,thechesterfieldhotel.com,https://thechesterfieldhotel.com/,3057034641,bookings@southbeachgroup.com,SynXis / TravelClick,https://bookings.travelclick.com/107611?adults=2&Children=0&domain=thechesterfieldhotel.com/&Rooms=1,,New,,PMS: SynXis / TravelClick | Booking URL: https://bookings.travelclick.com/107611?adults=2&Children=0&domain=thechesterfieldhotel.com/&Rooms=1,,
Inn On The Drive,innonthedrive.com,https://www.innonthedrive.com/,9549906499,Einfo@innonthedrive.com,Mews,https://app.mews.com/distributor/7c9a00ce-2526-46e7-8e9a-b2d100120418?locale=en&referrer=canvas,,New,,PMS: Mews | Booking URL: https://app.mews.com/distributor/7c9a00ce-2526-46e7-8e9a-b2d100120418?locale=en&referrer=canvas,,
Starlite Hotel,starlitehotel.com,http://www.starlitehotel.com/,3055342161,reservations@starlitehotel.com,Cloudbeds,https://hotels.cloudbeds.com/reservation/H2ureq,,New,,PMS: Cloudbeds | Booking URL: https://hotels.cloudbeds.com/reservation/H2ureq,,
President Hotel South Beach,presidentsouthbeach.com,http://www.presidentsouthbeach.com/,8447689738,,SiteMinder,https://direct-book.com/properties/presidenthotelmiamibeachdirect?promotion_code=DIRECT,,New,,PMS: SiteMinder | Booking URL: https://direct-book.com/properties/presidenthotelmiamibeachdirect?promotion_code=DIRECT,,
Cavalier South Beach Hotel,cavaliersouthbeach.com,https://www.cavaliersouthbeach.com/,3056731199,reservations@cavaliersouthbeach.com,SiteMinder,https://widget.siteminder.com/ibe.min.js,,New,,PMS: SiteMinder | Booking URL: https://widget.siteminder.com/ibe.min.js,,
Local House Hotel,localhouse.com,http://www.localhouse.com/,3055385529,info@localhouse.com,Mews,chrome-error://chromewebdata/,,New,,PMS: Mews | Booking URL: chrome-error://chromewebdata/,,
Island House South Beach Hotel,islandhousesouthbeach.com,https://islandhousesouthbeach.com/,+13058642422,,SynXis / TravelClick,https://be.synxis.com/?Hotel=41834&Chain=6063,,New,,PMS: SynXis / TravelClick | Booking URL: https://be.synxis.com/?Hotel=41834&Chain=6063,,
The Big Coconut Guesthouse,thebigcoconutguesthouse.com,http://thebigcoconutguesthouse.com/,+19547129600,,ResNexus,http://thebigcoconutguesthouse.com/Reservations.php,,New,,PMS: ResNexus | Booking URL: http://thebigcoconutguesthouse.com/Reservations.php,,
Red South Beach Hotel,redsouthbeachhotel.com,https://www.redsouthbeachhotel.com/,6287665789,info@redsouthbeach.com,Windsurfer CRS,https://res.windsurfercrs.com/ibe/index.aspx?propertyID=17326&nono=1,,New,,PMS: Windsurfer CRS | Booking URL: https://res.windsurfercrs.com/ibe/index.aspx?propertyID=17326&nono=1,,
Ed Lugo Resort,edlugoresort.com,http://edlugoresort.com/,9542758299,,ResNexus,https://reserve3.resnexus.com/resnexus/reservations/lodging/07FE6F66-48D6-4756-A57A-FE74E93F1E51,,New,,PMS: ResNexus | Booking URL: https://reserve3.resnexus.com/resnexus/reservations/lodging/07FE6F66-48D6-4756-A57A-FE74E93F1E51,,
Inn Leather Guest House & Resort,innleather.com,http://www.innleather.com/,9544671444,innleather@outlook.com,ResNexus,https://resnexus.com/resnexus/reservations/book/1039EE1A-17FD-4E78-BF50-9A412C8AE7D7,,New,,PMS: ResNexus | Booking URL: https://resnexus.com/resnexus/reservations/book/1039EE1A-17FD-4E78-BF50-9A412C8AE7D7,,
Aqua Hotel,aquamiami.com,http://www.aquamiami.com/?utm_source=gmb&utm_medium=organic,3055384361,,SynXis / TravelClick,https://reservations.travelclick.com/5080?HotelId=5080&languageid=1&rooms=1&adults=1&roomtypeid=512613&_gl=1*1w5vfuk*,,New,,PMS: SynXis / TravelClick | Booking URL: https://reservations.travelclick.com/5080?HotelId=5080&languageid=1&rooms=1&adults=1&roomtypeid=512613&_gl=1*1w5vfuk*,,
Hotel Croydon Miami Beach,hotelcroydonmiamibeach.com,https://hotelcroydonmiamibeach.com/,+13057034641,,SynXis / TravelClick,https://reservations.travelclick.com/107623?HotelId=107623&languageid=1&rooms=1&adults=1&roomtypeid=550377&_gl=1*1w5vfuk*,,New,,PMS: SynXis / TravelClick | Booking URL: https://reservations.travelclick.com/107623?HotelId=107623&languageid=1&rooms=1&adults=1&roomtypeid=550377&_gl=1*1w5vfuk*,,
Hollywood Gateway Inn,hollywoodgatewayinn.com,https://www.hollywoodgatewayinn.com/,9549231516,paz@hollywoodgatewayinn.com,SiteMinder,https://app.thebookingbutton.com/properties/%20hollywoodinndirect,,New,,PMS: SiteMinder | Booking URL: https://app.thebookingbutton.com/properties/%20hollywoodinndirect,,
South Beach Hotel,southbeachhotel.com,http://www.southbeachhotel.com/,3055313464,reservations@southbeachhotel.com,SynXis / TravelClick,https://reservations.travelclick.com/77680?HotelId=77680&languageid=1&rooms=1&adults=1&roomtypeid=301114&_gl=1*1to90ot*,,New,,PMS: SynXis / TravelClick | Booking URL: https://reservations.travelclick.com/77680?HotelId=77680&languageid=1&rooms=1&adults=1&roomtypeid=301114&_gl=1*1to90ot*,,
Hotolos Hollywood,hotolos.com,https://hotolos.com/,9549221600,office@hotolos.com,Cloudbeds,https://hotels.cloudbeds.com/en/reservation/jsJTRC,,New,,PMS: Cloudbeds | Booking URL: https://hotels.cloudbeds.com/en/reservation/jsJTRC,,
Fantasy Island Inn Caters to Men,fantasyislandinn.com,https://fantasyislandinn.com/,9543209635,,InnRoad,https://fantasyislandinn.com/book-now,,New,,PMS: InnRoad | Booking URL: https://fantasyislandinn.com/book-now,,
Penguin Hotel,penguinhotel.com,http://www.penguinhotel.com/,3055349334,reservations@penguinhotel.com,SiteMinder,https://direct-book.com/properties/PenguinHotelSouthBeachDirect?promotion_code=DIRECT,,New,,PMS: SiteMinder | Booking URL: https://direct-book.com/properties/PenguinHotelSouthBeachDirect?promotion_code=DIRECT,,
Lincoln Arms Suites,lincolnarmssuites.com,https://lincolnarmssuites.com/,3057034641,bookings@southbeachgroup.com,SynXis / TravelClick,https://bookings.travelclick.com/107619?adults=2&Children=0&domain=lincolnarmssuites.com/&Rooms=1#/datesofstay,,New,,PMS: SynXis / TravelClick | Booking URL: https://bookings.travelclick.com/107619?adults=2&Children=0&domain=lincolnarmssuites.com/&Rooms=1#/datesofstay,,
Petit St Vincent Resort,petitstvincent.com,http://www.petitstvincent.com/,+17844588801,Info@PetitStVincent.com,SynXis / TravelClick,https://be.synxis.com/?adult=2&chain=22402&child=0&hotel=78781&level=hotel&locale=en-GB&rooms=1&filter=HOTEL&src=24C,,New,,PMS: SynXis / TravelClick | Booking URL: https://be.synxis.com/?adult=2&chain=22402&child=0&hotel=78781&level=hotel&locale=en-GB&rooms=1&filter=HOTEL&src=24C,,
Lago Mar Beach Resort & Club,lagomar.com,http://www.lagomar.com/,9545236511,reservations@lagomar.com,Windsurfer CRS,https://res.windsurfercrs.com/ibe/index.aspx?propertyID=17191,,New,,PMS: Windsurfer CRS | Booking URL: https://res.windsurfercrs.com/ibe/index.aspx?propertyID=17191,,
Henrosa Hotel,henrosahotel.com,https://www.henrosahotel.com/,7865830400,reservations@henrosahotel.com,SiteMinder,https://widget.siteminder.com/ibe.min.js,,New,,PMS: SiteMinder | Booking URL: https://widget.siteminder.com/ibe.min.js,,
Marseilles Beachfront Hotel,marseilleshotel.com,http://www.marseilleshotel.com/,,,SynXis / TravelClick,https://bookings.travelclick.com/96973?adults=2&Children=0&Rooms=1,,New,,PMS: SynXis / TravelClick | Booking URL: https://bookings.travelclick.com/96973?adults=2&Children=0&Rooms=1,,
The Gates Hotel South Beach,gatessouthbeach.com,https://www.gatessouthbeach.com/,3058609444,Rooms@gatessouthbeach.com,SynXis / TravelClick,https://be.synxis.com/?Hotel=47819&Chain=33107,,New,,PMS: SynXis / TravelClick | Booking URL: https://be.synxis.com/?Hotel=47819&Chain=33107,,
Lorraine Hotel,lorrainehotel.com,http://www.lorrainehotel.com/,+13055387721,reservations@blueroad.us,Cloudbeds,https://us2.cloudbeds.com/reservation/8fkdd6,42,New,,PMS: Cloudbeds | Booking URL: https://us2.cloudbeds.com/reservation/8fkdd6 | Rooms: 42,,
Tranquilo Hotel,tranquilofortlauderdale.com,http://www.tranquilofortlauderdale.com/,9545655790,,Mews,https://app.mews.com/distributor/4fc691b4-38ec-4572-aa71-b2f8016c61c8,,New,,PMS: Mews | Booking URL: https://app.mews.com/distributor/4fc691b4-38ec-4572-aa71-b2f8016c61c8,,
Beach Plaza,staybluesuede.com,https://www.staybluesuede.com/hotels/beach-plaza/?utm_source=google&utm_medium=organic&utm_campaign=business_listing,3056154649,info@staybluesuede.com,Mews,https://app.mews.com/distributor/b3353007-9378-49d9-a2f1-b33f0175a119?mewsStart=2025-12-18&mewsEnd=2025-12-21&mewsRoom=1&mewsAdultCount=1,,New,,PMS: Mews | Booking URL: https://app.mews.com/distributor/b3353007-9378-49d9-a2f1-b33f0175a119?mewsStart=2025-12-18&mewsEnd=2025-12-21&mewsRoom=1&mewsAdultCount=1,,
Sea Club Resort,seaclubresort.com,http://www.seaclubresort.com/,9545643211,,SiteMinder,https://direct-book.com/properties/seaclubresortdirect,,New,,PMS: SiteMinder | Booking URL: https://direct-book.com/properties/seaclubresortdirect,,
The Plymouth South Beach,theplymouth.com,http://www.theplymouth.com/,3056025000,,SynXis / TravelClick,https://reservations.travelclick.com/97367?HotelId=97367&languageid=1&rooms=1&adults=2&roomtypeid=432884&_gl=1*1jduyri*,,New,,PMS: SynXis / TravelClick | Booking URL: https://reservations.travelclick.com/97367?HotelId=97367&languageid=1&rooms=1&adults=2&roomtypeid=432884&_gl=1*1jduyri*,,
Generator Miami,staygenerator.com,https://staygenerator.com/hotels/miami?utm_source=google-my-business&utm_medium=organic&utm_campaign=hostel-Miami,+17864965730,ask.miami@staygenerator.com,Mews,https://api.mews.com/distributor/distributor.min.js,,New,,PMS: Mews | Booking URL: https://api.mews.com/distributor/distributor.min.js,,
Sun Tower Hotel & Suites,suntowerhotelsuites.com,https://suntowerhotelsuites.com/?utm_medium=organic&utm_source=google&utm_campaign=business-listing,9545655700,info@suntowerhotelsuites.com,IQWebBook,https://us01.iqwebbook.com/STHSFL299/Integration/Search/,,New,,PMS: IQWebBook | Booking URL: https://us01.iqwebbook.com/STHSFL299/Integration/Search/,,
Tropirock,tropirockfortlauderdale.com,http://tropirockfortlauderdale.com/,9545655790,,Mews,https://app.mews.com/distributor/9e5a388c-c3c0-4862-986a-b2f80166870d,,New,,PMS: Mews | Booking URL: https://app.mews.com/distributor/9e5a388c-c3c0-4862-986a-b2f80166870d,,
The Daydrift,thedaydrift.com,https://www.thedaydrift.com/?utm_source=google&utm_medium=organic&utm_campaign=business_listing,3056154649,,Cloudbeds,https://hotels.cloudbeds.com/en/reservation/hQqr12?currency=usd,,New,,PMS: Cloudbeds | Booking URL: https://hotels.cloudbeds.com/en/reservation/hQqr12?currency=usd,,
President Hotel Villa Miami Beach,presidentvillamiami.com,https://www.presidentvillamiami.com/,8447689738,Reservations@presidenthotelmiami.com,SiteMinder,https://direct-book.com/properties/presidentvillahotelmiamibeachdirect?promotion_code=DIRECT,,New,,PMS: SiteMinder | Booking URL: https://direct-book.com/properties/presidentvillahotelmiamibeachdirect?promotion_code=DIRECT,,
The Royal Palms,royalpalms.com,http://www.royalpalms.com/,9545655790,,Mews,https://app.mews.com/distributor/716e93cd-7cbc-465b-8160-b2f801697dd5,,New,,PMS: Mews | Booking URL: https://app.mews.com/distributor/716e93cd-7cbc-465b-8160-b2f801697dd5,,
Sea Beach Plaza Hotel,seabeachftl.com,https://www.seabeachftl.com/,+19549102963,hello@wheatleighhotel.com,Mews,https://app.mews.com/distributor/cb615149-715e-4949-bd6a-b218002321e6,,New,,PMS: Mews | Booking URL: https://app.mews.com/distributor/cb615149-715e-4949-bd6a-b218002321e6,,
Hotel Alamo,atminehospitality.com,https://www.atminehospitality.com/,+13054977553,info@atminehospitality.com,Cloudbeds,https://www.atminehospitality.com/portfolio#BookNow,,New,,PMS: Cloudbeds | Booking URL: https://www.atminehospitality.com/portfolio#BookNow,,
Secret Garden Miami Beach,secretgardenmiamibeach.com,http://www.secretgardenmiamibeach.com/,+17862756434,reservations@secretgardenmiamibeach.com,WebRez,https://secure.webrez.com/hotel/3245,,New,,PMS: WebRez | Booking URL: https://secure.webrez.com/hotel/3245,,
Snooze Hotel,takeasnooze.com,http://www.takeasnooze.com/,+19547619933,info@takeasnooze.com,Cloudbeds,https://www.cloudbeds.com,,New,,PMS: Cloudbeds | Booking URL: https://www.cloudbeds.com,,
Premiere Hotel,premierehotel.com,http://www.premierehotel.com/,+19545667676,info@premierehotel.com,SiteMinder,https://app.thebookingbutton.com/properties/premierhoreldirect,,New,,PMS: SiteMinder | Booking URL: https://app.thebookingbutton.com/properties/premierhoreldirect,,
Beach Gardens,beachgardenshotel.com,http://www.beachgardenshotel.com/,9545655790,,Mews,https://app.mews.com/distributor/ff984703-8392-4a3e-948e-b2f80162d299,,New,,PMS: Mews | Booking URL: https://app.mews.com/distributor/ff984703-8392-4a3e-948e-b2f80162d299,,
Riviere South Beach Hotel,rivierehotel.com,http://www.rivierehotel.com/,+13055313488,reservations@blueroad.us,Cloudbeds,https://us2.cloudbeds.com/reservation/Crd1IN,,New,,PMS: Cloudbeds | Booking URL: https://us2.cloudbeds.com/reservation/Crd1IN,,
The Shelborne By Proper,shelborne.com,https://shelborne.com/?utm_source=local-listings&utm_medium=organic&utm_campaign=local-listings,13053411400,info@shelborne.com,Newbook,https://shelborne.com/?utm_source=local-listings&utm_medium=organic&utm_campaign=local-listings#wpcf7-f349-p11-o1,251,New,,PMS: Newbook | Booking URL: https://shelborne.com/?utm_source=local-listings&utm_medium=organic&utm_campaign=local-listings#wpcf7-f349-p11-o1 | Rooms: 251,,
