Name,Company Domain Name,Website URL,Phone Number,Email,PMS,Booking URL,Number of Rooms,Lead Status,Existing Customer in Area,Description,Latitude,Longitude
Hotel Urban St Leonards,hotelurban.com.au,http://www.hotelurban.com.au/,+61 2 9439 6000,stay@mercurestleonards.com.au,SiteMinder,https://www.hotelurban.com.au/food-and-beverage/sure-terrace-2/book-sure-cafe-2/,,New,,PMS: SiteMinder | Booking URL: https://www.hotelurban.com.au/food-and-beverage/sure-terrace-2/book-sure-cafe-2/,-33.822974099999996,
Bluegrass Country Estate,bluegrasscountryestate.com,https://www.bluegrasscountryestate.com/,(502) 222-2009,Relax@BluegrassCountryEstate.com,ResNexus,https://resnexus.com/resnexus/reservations/book/5C6BE055-DA37-4891-BB45-AB39C4BFE17D,,New,,PMS: ResNexus | Booking URL: https://resnexus.com/resnexus/reservations/book/5C6BE055-DA37-4891-BB45-AB39C4BFE17D,38.4605509,
Royal Pacific Hotel,royalpacifichotel.com.au,http://royalpacifichotel.com.au/contact-us/,+61 2 8424 2100,res@royalpacifichotel.com.au,SiteMinder,https://www.thebookingbutton.com.au/properties/rphoteldirect,,New,,PMS: SiteMinder | Booking URL: https://www.thebookingbutton.com.au/properties/rphoteldirect,-33.808640499999996,
Wildflower Ranch Inn Bed and Breakfast,wildflowerranchinn.com,https://www.wildflowerranchinn.com/,(859) 974-0028,stay@wildflowerranchinn.com,ResNexus,https://resnexus.com/resnexus/reservations/book/6BA0AFCF-1F33-4130-B93E-B3FAC19C58A9,,New,,PMS: ResNexus | Booking URL: https://resnexus.com/resnexus/reservations/book/6BA0AFCF-1F33-4130-B93E-B3FAC19C58A9,37.639676099999996,
Explorer Rest & Recreation,explorerlodge.com,https://explorerlodge.com/,(419) 718-0324,hello@explorerlodge.com,Mews,https://app.mews.com/distributor/6a5e797b-8218-49f5-92e2-b15a00878a90,,New,,PMS: Mews | Booking URL: https://app.mews.com/distributor/6a5e797b-8218-49f5-92e2-b15a00878a90,41.436864199999995,
Colton Court Motor Inn,coltoncourt.com,http://www.coltoncourt.com/,(609) 884-5384,rcoltoncourt@aol.com,ASI Web Reservations,https://reservation.asiwebres.com/v5/RoomAvailability.aspx?id=1c2dc0f5343e4a749f514a0e776e8045,,New,,PMS: ASI Web Reservations | Booking URL: https://reservation.asiwebres.com/v5/RoomAvailability.aspx?id=1c2dc0f5343e4a749f514a0e776e8045,38.930486599999995,
The Colonnade Inn,thecolonnadeinn.com,http://www.thecolonnadeinn.com/,(609) 263-8868,,Windsurfer CRS,https://res.windsurfercrs.com/ibe/index.aspx?propertyID=16784&nono=1,,New,,PMS: Windsurfer CRS | Booking URL: https://res.windsurfercrs.com/ibe/index.aspx?propertyID=16784&nono=1,39.152121,
Pillow and Paddock Bed & Breakfast,pillowandpaddock.com,https://www.pillowandpaddock.com/,(502) 702-0204,pillowandpaddock@gmail.com,ResNexus,https://resnexus.com/resnexus/reservations/book/082D949B-1DB0-4204-8480-7E58378AB929/giftshop?tabID=13,5,New,,PMS: ResNexus | Booking URL: https://resnexus.com/resnexus/reservations/book/082D949B-1DB0-4204-8480-7E58378AB929/giftshop?tabID=13 | Rooms: 5,38.439543199999996,
The Trail Hotel,thetrailhotel.com,https://www.thetrailhotel.com/,(502) 393-4150,info@thetrailhotel.com,SynXis / TravelClick,https://be.synxis.com/?hotel=47629,95,New,,PMS: SynXis / TravelClick | Booking URL: https://be.synxis.com/?hotel=47629 | Rooms: 95,37.7870409,
Desert Sand Resort,desertsand.com,http://www.desertsand.com/,(609) 368-5133,,ResNexus,https://resnexus.com/resnexus/reservations/book/A948BD82-93FA-49FC-A815-5F3AB8DE07C5,,New,,PMS: ResNexus | Booking URL: https://resnexus.com/resnexus/reservations/book/A948BD82-93FA-49FC-A815-5F3AB8DE07C5,39.0647202,
Inn At Woodhaven,innatwoodhaven.com,https://www.innatwoodhaven.com/?utm_source=google&utm_medium=GMB,(502) 895-1011,info@innatwoodhaven.com,ThinkReservations,https://secure.thinkreservations.com/innatwoodhaven/gift-certificates,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/innatwoodhaven/gift-certificates,38.242933099999995,
Willoughby Hotel,willoughbyhotel.com.au,http://www.willoughbyhotel.com.au/,+61 2 9417 2119,enquiries@willoughbyhotel.com.au,SynXis / TravelClick,https://www.willoughbyhotel.com.au/book-a-table/,,New,,PMS: SynXis / TravelClick | Booking URL: https://www.willoughbyhotel.com.au/book-a-table/,-33.7933096,
The Avalon Hotel,theavalonhotel.com,https://theavalonhotel.com/?utm_source=google&utm_medium=GMB,(310) 510-7070,innkeepers@theavalonhotel.com,ThinkReservations,https://secure.thinkreservations.com/theavalonhotel/reservations/,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/theavalonhotel/reservations/,33.3444972,
The Tuscan Manor Bed & Breakfast,thetuscanmanor.com,https://thetuscanmanor.com/,(479) 981-2323,,ReservationKey,https://thetuscanmanor.com/reservations/,,New,,PMS: ReservationKey | Booking URL: https://thetuscanmanor.com/reservations/,36.3900179,
The Pepin Mansion Historic Bed & Breakfast,thepepinmansion.com,https://www.thepepinmansion.com/?utm_source=google&utm_medium=GMB,(812) 725-9186,office@thepepinmansion.com,ResNexus,https://resnexus.com/resnexus/reservations/book/88DDF90A-EB40-4709-ABCB-C4EA1ABFE009,,New,,PMS: ResNexus | Booking URL: https://resnexus.com/resnexus/reservations/book/88DDF90A-EB40-4709-ABCB-C4EA1ABFE009,38.2871258,
Elk River Cabins (Trestle Park),elkrivercabins.co,http://www.elkrivercabins.co/,(417) 475-3561,,FareHarbor,https://fareharbor.com/embeds/book/trestlepark/?full-items=yes,,New,,PMS: FareHarbor | Booking URL: https://fareharbor.com/embeds/book/trestlepark/?full-items=yes,36.588972,
Chester Inn Motel,chesterinnstanton.com,https://www.chesterinnstanton.com/,(714) 828-7598,,ASI Web Reservations,https://reservation.asiwebres.com/SearchAvailability.aspx?id=edd061889ed448cca85afed81c4ab8d0,,New,,PMS: ASI Web Reservations | Booking URL: https://reservation.asiwebres.com/SearchAvailability.aspx?id=edd061889ed448cca85afed81c4ab8d0,33.8043085,
The Guesthouses at Southernmost Beach Resort – Avalon Bed and Breakfast - RECENTLY RESTORED,southernmostbeachresort.com,https://www.southernmostbeachresort.com/stay/the-guesthouses/?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp,(833) 201-9658,info@southernmostresorts.com,RezTrip,https://www.southernmostbeachresort.com/stay/the-guesthouses/?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp#/booking/step-1,,New,,PMS: RezTrip | Booking URL: https://www.southernmostbeachresort.com/stay/the-guesthouses/?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp#/booking/step-1,24.5479068,
Llama House ADK,llamahouseadk.com,http://llamahouseadk.com/,(518) 217-5678,dave@llamahouseadk.com,Lodgify,https://checkout.lodgify.com/llamahouseadk/en/?currency=USD#/250799,,New,,PMS: Lodgify | Booking URL: https://checkout.lodgify.com/llamahouseadk/en/?currency=USD#/250799,43.6388928,
Rock Cottage Gardens Bed & Breakfast Inn,rockcottagegardens.com,https://www.rockcottagegardens.com/,(479) 253-8659,INFO@ROCKCOTTAGEGARDENS.COM,ThinkReservations,https://secure.thinkreservations.com/rockcottagegardens/gift-certificates,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/rockcottagegardens/gift-certificates,36.400157899999996,
Silver Heart Inn & Cottages,silverheartinn.com,https://silverheartinn.com/?utm_source=google&utm_medium=GMB,(816) 838-9508,silverheartinn@gmail.com,ResNexus,https://resnexus.com/resnexus/reservations/book/916DDC40-7905-4BF3-9EC1-150E3426B1B5,,New,,PMS: ResNexus | Booking URL: https://resnexus.com/resnexus/reservations/book/916DDC40-7905-4BF3-9EC1-150E3426B1B5,39.0802201,
American Dream Bed and Breakfast,americandreamhostel.com,https://www.americandreamhostel.com/,(212) 260-9779,americandream24@aol.com,Cloudbeds,https://hotels.cloudbeds.com/reservation/YLEpM6,,New,,PMS: Cloudbeds | Booking URL: https://hotels.cloudbeds.com/reservation/YLEpM6,40.7394584,
Ryde Inn,rydeinn.com.au,http://rydeinn.com.au/,+61 2 9807 4022,sales@rydeinn.com.au,SiteMinder,https://www.rydeinn.com.au/book-direct-and-save/,,New,,PMS: SiteMinder | Booking URL: https://www.rydeinn.com.au/book-direct-and-save/,-33.813961,
Vineyard Mansion & Carriage House Bed & Breakfast,vineyardmansion.com,https://vineyardmansion.com/,(818) 968-4706,info@vineyardmansion.com,Hostaway,https://bookingenginecdn-2.hostaway.com/65570-logoUrl-9jjOmYSh1KBeTMMPX1C3pwb2yuUsDSzeVI7nqRUBqiU-67abc4ae78ca5.jpg?width=1080&quality=70&format=webp&v=2,,New,,PMS: Hostaway | Booking URL: https://bookingenginecdn-2.hostaway.com/65570-logoUrl-9jjOmYSh1KBeTMMPX1C3pwb2yuUsDSzeVI7nqRUBqiU-67abc4ae78ca5.jpg?width=1080&quality=70&format=webp&v=2,39.765167999999996,
Limestone Mansion Bed & Breakfast,limestonemansion.com,http://www.limestonemansion.com/,(607) 264-3741,info@limestonemansion.com,SiteMinder,https://www.siteminder.com/canvas,,New,,PMS: SiteMinder | Booking URL: https://www.siteminder.com/canvas,42.797413999999996,
The Victoria Bed & Breakfast,thevictoriabentonville.com,http://www.thevictoriabentonville.com/,(479) 273-3232,,ResNexus,https://reserve3.resnexus.com/resnexus/reservations/lodging/DB1AE068-E6AB-4E33-A857-A8EE297AC6BE,,New,,PMS: ResNexus | Booking URL: https://reserve3.resnexus.com/resnexus/reservations/lodging/DB1AE068-E6AB-4E33-A857-A8EE297AC6BE,36.3756011,
Cheshire Cat Inn & Cottages,cheshirecat.com,https://cheshirecat.com/,(805) 569-1610,,ThinkReservations,https://secure.thinkreservations.com/cheshirecat/reservations,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/cheshirecat/reservations,34.4272335,
The Engel House,theengelhouse.com,https://www.theengelhouse.com/,(802) 368-2974,innkeeper@theengelhouse.com,ThinkReservations,https://secure.thinkreservations.com/theengelhouse/gift-certificates,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/theengelhouse/gift-certificates,42.7947121,
Veriu Macquarie Park,veriu.com.au,https://veriu.com.au/hotels/veriu-macquarie-park/,+61 2 9128 4600,info@veriugroup.com.au,SynXis / TravelClick,https://veriu.com.au/group-bookings/,1,New,,PMS: SynXis / TravelClick | Booking URL: https://veriu.com.au/group-bookings/ | Rooms: 1,-33.786284099999996,
Little Sugar Farm,littlesugarfarm.com,http://www.littlesugarfarm.com/,(214) 783-0544,info@littlesugarfarm.com,ResNexus,https://resnexus.com/resnexus/reservations/book/82BBB292-D470-4EBA-92FA-D9567EEAE2F9/?NewSearch=1,,New,,PMS: ResNexus | Booking URL: https://resnexus.com/resnexus/reservations/book/82BBB292-D470-4EBA-92FA-D9567EEAE2F9/?NewSearch=1,36.5474939,
Parthenon Guest House (Hostel),chicagoparthenonhostel.com,http://chicagoparthenonhostel.com/,(312) 258-1399,reservations@chicagoparthenonhostel.com,RMS Cloud,https://bookings10.rmscloud.com/Search/Index/15500/90/?Y=1,,New,,PMS: RMS Cloud | Booking URL: https://bookings10.rmscloud.com/Search/Index/15500/90/?Y=1,41.8775112,
Cliffside Cabins,cliffsidecabins.co,http://cliffsidecabins.co/,(417) 475-3230,,FareHarbor,https://fareharbor.com/embeds/book/elkriverfloats/items/?flow=161743&full-items=yes&ref=https://www.elkriverfloats.com&back=https://www.elkriverfloats.com/&a=yes&g4=yes,,New,,PMS: FareHarbor | Booking URL: https://fareharbor.com/embeds/book/elkriverfloats/items/?flow=161743&full-items=yes&ref=https://www.elkriverfloats.com&back=https://www.elkriverfloats.com/&a=yes&g4=yes,36.588012299999995,
Looking Glass Beachfront Inn,lookingglassmi.com,http://www.lookingglassmi.com/,(616) 842-7150,lookingglassbb@gmail.com,ThinkReservations,https://secure.thinkreservations.com/lookingglassmi/reservations,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/lookingglassmi/reservations,43.053544099999996,
The Castle House Luxury Bed & Breakfast,castlehouserichmond.co.uk,http://www.castlehouserichmond.co.uk/,+44 1748 823954,enquiries@castlehouserichmond.co.uk,FreeToBook,https://widget.freetobook.com/settings/5396.json,,New,,PMS: FreeToBook | Booking URL: https://widget.freetobook.com/settings/5396.json,54.4021864,
The Compton Bentonville,thecompton.com,https://www.thecompton.com/?utm_source=google&utm_medium=organic&utm_campaign=business_listing,(479) 696-4500,hello@thecompton.com,SynXis / TravelClick,https://be-cms-api-p1.synxis.com/shs-bedesigner-services/assets/chain/33843/hotel/50308/fileStorage/image/ph_compton_secondarymark.svg,,New,,PMS: SynXis / TravelClick | Booking URL: https://be-cms-api-p1.synxis.com/shs-bedesigner-services/assets/chain/33843/hotel/50308/fileStorage/image/ph_compton_secondarymark.svg,36.372038499999995,
Ms. Elsie's Caribbean Bed & Breakfast,mselsies.com,http://www.mselsies.com/,(704) 365-5189,info@mselsies.com,ThinkReservations,https://secure.thinkreservations.com/mselsies/reservations,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/mselsies/reservations,35.1767128,
Tideline Palm Beach Ocean Resort and Spa,tidelineresort.com,https://www.tidelineresort.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,(561) 934-4040,reservations@tidelineresort.com,SynXis / TravelClick,https://be.synxis.com/?Hotel=45182&Chain=25795&room=OK,134,New,,PMS: SynXis / TravelClick | Booking URL: https://be.synxis.com/?Hotel=45182&Chain=25795&room=OK | Rooms: 134,26.6177314,
Palm Beach Shores Resort and Vacation Villas,pbsr.com,https://pbsr.com/,(561) 863-4000,,Vacatia,https://book.bwhhotelgroup.com/content/ibe-86139/en_US/booking-path/hotel-rooms.86139.html?length=3&days=1&SSOB=IN8613943G,,New,,PMS: Vacatia | Booking URL: https://book.bwhhotelgroup.com/content/ibe-86139/en_US/booking-path/hotel-rooms.86139.html?length=3&days=1&SSOB=IN8613943G,26.7811669,
Limantour Lodge,limantourlodge.com,https://www.limantourlodge.com/,(415) 663-8811,info@limantourlodge.com,Cloudbeds,https://hotels.cloudbeds.com/reservation/Jugc4Q,,New,,PMS: Cloudbeds | Booking URL: https://hotels.cloudbeds.com/reservation/Jugc4Q,38.044096599999996,
Mistletoe Bough,mistletoebough.com,http://www.mistletoebough.com/,(256) 329-3717,mistletoeboughbandb@gmail.com,ThinkReservations,https://secure.thinkreservations.com/mistletoebough/reservations?_ga=2.78870228.1533186958.1622569600-1560125573.1621427276,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/mistletoebough/reservations?_ga=2.78870228.1533186958.1622569600-1560125573.1621427276,32.9476332,
Toongabbie Hotel,toongabbiehotel.com.au,https://www.toongabbiehotel.com.au/,+61 2 9631 3311,toongabbie.hotel@alhgroup.com.au,RMS Cloud,https://www.toongabbiehotel.com.au/book-a-table,,New,,PMS: RMS Cloud | Booking URL: https://www.toongabbiehotel.com.au/book-a-table,-33.7874772,
The Lodge Blacktown,thelodgeblacktown.com.au,https://www.thelodgeblacktown.com.au/,+61 2 9183 4602,Lodge.reservations@delawarenorth.com,SynXis / TravelClick,https://www.thelodgeblacktown.com.au/enquiry-form/,,New,,PMS: SynXis / TravelClick | Booking URL: https://www.thelodgeblacktown.com.au/enquiry-form/,-33.7696179,
Alpha Hotel Eastern Creek,alphahoteleasterncreek.com.au,https://www.alphahoteleasterncreek.com.au/,+61 2 8889 7700,,SiteMinder,https://book-directonline.com/properties/alphahoteleasterncreekdirect,,New,,PMS: SiteMinder | Booking URL: https://book-directonline.com/properties/alphahoteleasterncreekdirect,-33.801963799999996,
Prospect Hotel Motel,prospecthotel.com.au,http://www.prospecthotel.com.au/,+61 2 9631 3461,enquiries@prospecthotelmotel.com.au,SynXis / TravelClick,https://www.prospecthotelmotel.com.au/book-a-table/,,New,,PMS: SynXis / TravelClick | Booking URL: https://www.prospecthotelmotel.com.au/book-a-table/,-33.8053862,
Doonside Hotel,doonsidehotel.com,https://www.doonsidehotel.com/,+61 2 9622 6585,Info@doonsidehotel.com.au,RMS Cloud,https://bookings12.rmscloud.com/Search/Index/17587/1/?Y=1,,New,,PMS: RMS Cloud | Booking URL: https://bookings12.rmscloud.com/Search/Index/17587/1/?Y=1,-33.7622262,
Visy Dior Hotels International,visydior.com,https://visydior.com/,+61 2 9634 9634,RESERVATIONS@VISYDIOR.COM,SiteMinder,https://resources.siteminder.com/services/geo/index.php,132,New,,PMS: SiteMinder | Booking URL: https://resources.siteminder.com/services/geo/index.php | Rooms: 132,-33.731549199999996,
Punthill Apartment Hotels | Norwest,punthill.com.au,https://punthill.com.au/hotels/punthill-norwest/,+61 2 9030 9300,info@veriugroup.com.au,SynXis / TravelClick,https://punthill.com.au/group-bookings/,1,New,,PMS: SynXis / TravelClick | Booking URL: https://punthill.com.au/group-bookings/ | Rooms: 1,-33.7339634,
Plumpton Hotel,plumptonhotel.com.au,https://www.plumptonhotel.com.au/?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_content=Plumpton%20Hotel%20-%20Glendenning&utm_term=plcid_10023691465548692622,+61 2 9626 9766,,Little Hotelier,https://apac.littlehotelier.com/properties/plumptonhoteldirect,,New,,PMS: Little Hotelier | Booking URL: https://apac.littlehotelier.com/properties/plumptonhoteldirect,-33.7404665,
Canterbury Lodge,canterburylodge.uk,http://www.canterburylodge.uk/,+44 1227 768767,,FreeToBook,https://portal.freetobook.com/reservations?w_id=46249&w_tkn=scykWCpw3c2f7qSy6xAmOZepSqXgWOMhoiJn2LlbAfzHlEc0BftBhGxmMhHzt,,New,,PMS: FreeToBook | Booking URL: https://portal.freetobook.com/reservations?w_id=46249&w_tkn=scykWCpw3c2f7qSy6xAmOZepSqXgWOMhoiJn2LlbAfzHlEc0BftBhGxmMhHzt,51.282393799999994,
Canterbury International Hotel,canterburyinternational.com.au,https://www.canterburyinternational.com.au/,+61 3 9878 4111,reservations@canterburyinternational.com.au,SiteMinder,https://www.canterburyinternational.com.au/booking,,New,,PMS: SiteMinder | Booking URL: https://www.canterburyinternational.com.au/booking,-37.8353241,
Lincoln Downs Resort,lincolndowns.com.au,http://www.lincolndowns.com.au/,+61 2 4478 9200,info@lincolndowns.com.au,SiteMinder,https://book-directonline.com/properties/LincolnDownsResortBatemansBaydirect,,New,,PMS: SiteMinder | Booking URL: https://book-directonline.com/properties/LincolnDownsResortBatemansBaydirect,-35.699239899999995,
Prospect Hill Inn,prospecthill.com,https://www.prospecthill.com/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness,(540) 967-0844,stay@prospecthill.com,ThinkReservations,https://secure.thinkreservations.com/prospecthill/reservations,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/prospecthill/reservations,37.9921181,
Cave Hill Farm Bed and Breakfast,cavehillfarmbandb.com,https://cavehillfarmbandb.com/,(540) 289-7441,,eviivo,https://via.eviivo.com/CvHllFrmBdBrkfst22840,,New,,PMS: eviivo | Booking URL: https://via.eviivo.com/CvHllFrmBdBrkfst22840,38.3595091,
Inn at Mary's Land Farm,innatmaryslandfarm.com,https://innatmaryslandfarm.com/?UTM_source=GMB_listing&UTM_medium=organic,(410) 849-4312,info@mary.farm,Cloudbeds,https://book.maryslandfarm.com/checkoutmain/en-us/product/1151436,,New,,PMS: Cloudbeds | Booking URL: https://book.maryslandfarm.com/checkoutmain/en-us/product/1151436,39.2367972,
